Frame,Right Lower Leg x_mean,Right Lower Leg x_std,Right Lower Leg x_min,Right Lower Leg x_max,Right Lower Leg x_auc,Right Lower Leg x_peaks,Right Lower Leg y_mean,Right Lower Leg y_std,Right Lower Leg y_min,Right Lower Leg y_max,Right Lower Leg y_auc,Right Lower Leg y_peaks,Right Lower Leg z_mean,Right Lower Leg z_std,Right Lower Leg z_min,Right Lower Leg z_max,Right Lower Leg z_auc,Right Lower Leg z_peaks,Left Lower Leg x_mean,Left Lower Leg x_std,Left Lower Leg x_min,Left Lower Leg x_max,Left Lower Leg x_auc,Left Lower Leg x_peaks,Left Lower Leg y_mean,Left Lower Leg y_std,Left Lower Leg y_min,Left Lower Leg y_max,Left Lower Leg y_auc,Left Lower Leg y_peaks,Left Lower Leg z_mean,Left Lower Leg z_std,Left Lower Leg z_min,Left Lower Leg z_max,Left Lower Leg z_auc,Left Lower Leg z_peaks,class_mean,class_std,class_min,class_max,class_auc,class_peaks,rms_xy_right_lower_leg_mean,rms_xy_right_lower_leg_std,rms_xy_right_lower_leg_min,rms_xy_right_lower_leg_max,rms_xy_right_lower_leg_auc,rms_xy_right_lower_leg_peaks,rms_yz_right_lower_leg_mean,rms_yz_right_lower_leg_std,rms_yz_right_lower_leg_min,rms_yz_right_lower_leg_max,rms_yz_right_lower_leg_auc,rms_yz_right_lower_leg_peaks,rms_zx_right_lower_leg_mean,rms_zx_right_lower_leg_std,rms_zx_right_lower_leg_min,rms_zx_right_lower_leg_max,rms_zx_right_lower_leg_auc,rms_zx_right_lower_leg_peaks,rms_xyz_right_lower_leg_mean,rms_xyz_right_lower_leg_std,rms_xyz_right_lower_leg_min,rms_xyz_right_lower_leg_max,rms_xyz_right_lower_leg_auc,rms_xyz_right_lower_leg_peaks,rms_xy_left_lower_leg_mean,rms_xy_left_lower_leg_std,rms_xy_left_lower_leg_min,rms_xy_left_lower_leg_max,rms_xy_left_lower_leg_auc,rms_xy_left_lower_leg_peaks,rms_yz_left_lower_leg_mean,rms_yz_left_lower_leg_std,rms_yz_left_lower_leg_min,rms_yz_left_lower_leg_max,rms_yz_left_lower_leg_auc,rms_yz_left_lower_leg_peaks,rms_zx_left_lower_leg_mean,rms_zx_left_lower_leg_std,rms_zx_left_lower_leg_min,rms_zx_left_lower_leg_max,rms_zx_left_lower_leg_auc,rms_zx_left_lower_leg_peaks,rms_xyz_left_lower_leg_mean,rms_xyz_left_lower_leg_std,rms_xyz_left_lower_leg_min,rms_xyz_left_lower_leg_max,rms_xyz_left_lower_leg_auc,rms_xyz_left_lower_leg_peaks,roll_right_lower_leg_mean,roll_right_lower_leg_std,roll_right_lower_leg_min,roll_right_lower_leg_max,roll_right_lower_leg_auc,roll_right_lower_leg_peaks,pitch_right_lower_leg_mean,pitch_right_lower_leg_std,pitch_right_lower_leg_min,pitch_right_lower_leg_max,pitch_right_lower_leg_auc,pitch_right_lower_leg_peaks,roll_left_lower_leg_mean,roll_left_lower_leg_std,roll_left_lower_leg_min,roll_left_lower_leg_max,roll_left_lower_leg_auc,roll_left_lower_leg_peaks,class
21540,-0.11577562875000005,1.1711024821175924,-3.236901232,2.673794443,-6.946537725000003,15,0.04716471771666666,0.9903566556040153,-1.751004403,1.864047098,2.8298830629999996,13,-0.2502581555166667,1.5987828275294416,-8.809089037,0.581193965,-15.015489331000001,13,0.01880101950000001,2.9713898268289243,-13.46818769,14.16907299,1.1280611700000005,15,0.07593285416666667,1.1230069074206719,-2.445570155,3.550931867,4.555971250000001,16,-0.4303682949833334,1.619920758173695,-8.606445398,1.401514781,-25.822097699000004,11,0.0,0.0,0,0,0,0,1.274046865607572,0.8470380884024542,0.08710963349897806,3.7352645380595657,76.44281193645432,16,1.1046905938439981,1.5368281118202556,0.016502772506906953,8.881268841000644,66.28143563063989,14,1.1902941942576952,1.601279350511861,0.09294394285044848,9.205934302677337,71.41765165546171,15,1.5418029249017733,1.603287518604835,0.1437638979292706,9.275026304520468,92.5081754941064,15,1.8954340973977373,2.5382990118989053,0.15105865829554194,14.238931714068402,113.72604584386424,15,1.2636804377782112,1.5670205128098502,0.08134039871374157,8.613724264831584,75.82082626669266,17,1.9368402378548357,2.797692631680416,0.08344252034260172,15.696106098199536,116.21041427129015,13,2.201739580323251,2.8247484048700593,0.2576087321523589,15.975494777466729,132.10437481939508,13,6.3073192839002425,43.28812950342038,-69.73057681964914,86.6844132444223,378.43915703401456,11,-10.705210098725615,47.828138222791914,-86.39252447255959,88.27081368314684,-642.3126059235369,14,-6.856420854504536,33.159582723771265,-87.00030574956855,53.375523815213,-411.3852512702722,16,0
21600,-0.010000593276666648,1.2654245693923996,-2.110193476,5.506873275,-0.6000355965999989,12,-0.34438358370000005,1.029901199366681,-2.934980222,2.711145287,-20.663015022000003,11,-0.011190615216666661,0.3492471058446518,-0.810450282,0.764281735,-0.6714369129999996,13,-0.24536613521666664,0.6119478939088276,-1.794170293,0.947945092,-14.721968112999999,11,0.041255876266666665,0.7215772003124923,-1.766637649,1.928809739,2.4753525759999997,10,0.010730113933333335,0.28231680961933825,-0.630500003,0.972148192,0.6438068360000001,12,0.0,0.0,0,0,0,0,1.3292262280863578,0.992934491880289,0.1415892884113251,5.952582763059741,79.75357368518146,14,0.8974381193693386,0.6959609565819121,0.03601333954470905,3.0328592901725226,53.846287162160316,15,0.9589110544547986,0.8879226366013593,0.01646566316533248,5.5120547377791524,57.53466326728792,13,1.3741937422184365,0.9921659542811049,0.2690130540543304,5.957376580042621,82.45162453310618,15,0.8022009066922445,0.5510682468383441,0.020616591082773045,2.047089273381675,48.132054401534674,15,0.6124589570808189,0.4698518031241996,0.060837271067930895,1.9307381653409643,36.747537424849135,14,0.6150317629554787,0.36173156350372476,0.061544639574047606,1.8233067644757368,36.90190577732872,15,0.8609701734527817,0.5330066310271314,0.06290453099406515,2.048906378299716,51.658210407166905,16,-16.055678707757963,46.19168402575824,-88.22646265769363,80.57855019919312,-963.3407224654778,12,-7.0026659420490285,47.560836756940866,-87.26843930157898,79.38432482114946,-420.1599565229417,13,1.949065974525331,40.805539590162105,-77.10794649826562,75.01106702169211,116.94395847151985,11,0
21660,-0.07345857399999996,1.151150457516778,-4.136529125,2.471526315,-4.407514439999997,11,0.2473392107,1.3702706233401438,-3.153251686,3.2091169,14.840352642000001,11,-0.016830624949999987,0.6000933601107753,-1.542657763,1.813153664,-1.0098374969999993,12,-0.5011169938666667,3.3210278933234747,-6.997126679,5.910506687,-30.067019632000004,8,0.5930262112666667,2.2672150690367947,-4.185271876,6.700360363,35.581572676,12,0.03743468835,0.6136195384655138,-1.222941616,2.090490998,2.2460813010000003,12,0.0,0.0,0,0,0,0,1.5199205549513048,0.9597793681635601,0.22552242525715033,4.38319239983306,91.19523329707829,19,1.255687826684497,0.8347327383140175,0.05039527112972777,3.238035831849336,75.34126960106983,19,1.0717632270573059,0.7231110589878279,0.14986631343542686,4.144655708837386,64.30579362343835,16,1.658374991998706,0.9132737635159293,0.3818579360493117,4.385765067715176,99.50249951992237,18,3.399975628847643,2.2420396998802357,0.07797461581555704,8.22180031167029,203.99853773085857,12,1.903359052906004,1.4804324772363302,0.07637281284736962,6.746428103514781,114.20154317436024,14,2.8085945914697446,1.908049488835927,0.1534828497086932,7.102084938506354,168.51567548818468,12,3.4744834267452145,2.2099352673665327,0.44001535733919017,8.311307302510652,208.46900560471286,12,3.565963445972453,48.19813122415296,-78.85043128405542,86.26606355368122,213.9578067583472,13,0.6420101039957676,41.375548459513325,-84.74990472414142,87.15876301583044,38.52060623974606,11,0.5865949148202111,37.395287885835046,-72.98713912998588,77.4761374595954,35.19569488921267,12,0
21720,0.09930501708333332,0.6426590519726425,-1.726333348,1.784347877,5.958301024999999,12,0.2687581548833334,1.0680813087395893,-1.369502169,3.623961371,16.125489293,12,0.03674878208333334,0.24530891702475013,-0.483697537,0.943845495,2.2049269250000005,19,0.7162761360666664,2.4872644868060174,-4.784715557,7.673670623,42.976568163999985,12,-0.7371689990999999,1.481952368753044,-4.402999175,2.379105058,-44.230139945999994,13,-0.11473286806666667,0.5821342703032509,-1.449187306,1.560841303,-6.883972084000001,15,0.0,0.0,0,0,0,0,0.9562596781813735,0.8410474060847769,0.14806135065271037,3.7256946091033374,57.37558069088241,15,0.7686210532501279,0.8215906480237701,0.040632047299413616,3.626038935380438,46.11726319500767,16,0.5573851244230781,0.41066434679248914,0.0529905073464745,1.7955482027749037,33.443107465384685,18,1.0081978414140922,0.815567853532911,0.161289013434932,3.7277154750190324,60.491870484845535,15,2.235930993469572,2.091152927116402,0.24398274920160884,7.9467857368189945,134.15585960817432,14,1.320301981717397,1.1525343574588498,0.06538093122312273,4.434975688648513,79.21811890304383,14,1.78331777818631,1.956112113309652,0.03830291700573052,7.697462593994585,106.99906669117861,15,2.3110395589103643,2.092339066022911,0.3054593789856114,7.9697624244742995,138.66237353462185,13,12.646841695623685,49.122236246494296,-82.91977664036851,88.29305583439483,758.8105017374211,13,8.622778030179623,43.61082164429894,-68.67096929244887,87.06433117194211,517.3666818107773,13,-15.156397527829684,42.48912383630243,-86.8309985255088,84.81251211945279,-909.383851669781,15,0
21780,-0.12130919896666664,1.4254309066705413,-2.63872821,5.957258607,-7.278551937999999,13,-0.31830056805,3.3452884158312,-8.98520865,6.863957153,-19.098034083,9,-0.03575847183333332,0.5838278593041027,-1.549768273,1.324517424,-2.145508309999999,19,-0.08415780461666666,0.31593718104355123,-0.856211806,0.563584158,-5.049468277,14,0.08521144283333332,0.8884515115530813,-1.750139735,1.846180108,5.112686569999999,8,0.02479144861666667,0.19954629290655287,-0.500090838,0.465238696,1.4874869170000002,16,0.0,0.0,0,0,0,0,2.6696954005133673,2.468345778127305,0.10301576885409504,9.011512719093696,160.18172403080203,14,2.418576932385513,2.3848445787860126,0.01588547882454391,9.019370475178569,145.1146159431308,13,1.0949661280908891,1.0815275779036944,0.021388470342916344,5.967285715278194,65.69796768545335,16,2.7193984314098216,2.4824367040824376,0.10461219510759853,9.045575203980977,163.1639058845893,13,0.8097223440564444,0.4868121161650001,0.11928279633966357,1.889238997757294,48.58334064338666,12,0.7587330209749129,0.5017378679509256,0.06842691984145897,1.8706072045261393,45.52398125849477,13,0.34183815759021213,0.1692003154620743,0.1074513137683296,0.8583152324637738,20.510289455412728,18,0.8386534633599129,0.47846853738904915,0.15978252291583728,1.9131163877551178,50.31920780159477,13,2.4720270744861157,62.165894365072056,-85.53303729407646,84.35200180555691,148.32162446916695,13,-4.53376973169087,34.45069588310661,-80.79083204374176,83.84906358442475,-272.0261839014522,13,0.7820803789550733,60.63518092838464,-81.28133338274719,86.03040480945646,46.924822737304396,13,0
21840,0.06745227349999999,0.40463684700161906,-0.898904107,1.082998233,4.047136409999999,13,-0.018120262616666667,0.4633424306618296,-1.143418158,0.969044014,-1.087215757,9,0.00928326891666666,0.20108154101811432,-0.653226177,0.401807306,0.5569961349999996,13,0.11427911136666664,1.64626228838406,-4.965069573,4.076225278,6.856746681999999,16,-0.02171054613333331,1.2700797466886655,-3.872308894,2.999794082,-1.3026327679999987,12,0.00712003188333333,0.47010785390936055,-1.361278903,1.439154683,0.42720191299999977,14,0.0,0.0,0,0,0,0,0.5427220440874135,0.2895487468964844,0.03612542633992021,1.4016521171267926,32.56332264524481,16,0.4368157233604872,0.24799099445950742,0.07029924826139756,1.1800170103257261,26.20894340162923,14,0.37839052736544454,0.2515415828487146,0.018910013417231756,1.1551338813471363,22.703431641926674,16,0.5834952605355188,0.2786792136846046,0.15780969687666604,1.4581075984305814,35.009715632131126,16,1.4483504661189184,1.4845096345271285,0.011974727201015854,4.965923304064967,86.90102796713511,17,0.9250893460516217,0.9820079580216842,0.053275979501689656,4.091185271628516,55.50536076309731,14,1.0892697233001722,1.3182923396520094,0.019156630556844727,4.9657141754563145,65.35618339801033,18,1.4967418063853892,1.5099302299747441,0.17929057415875355,4.966567795716968,89.80450838312335,16,3.187896023400084,50.474006466109145,-73.28932551514363,86.02682172792841,191.27376140400503,10,5.545806756360779,41.31333052935154,-72.42778311104347,82.97875293090023,332.74840538164676,11,11.350107511478349,48.24490686587869,-77.18686507256726,88.46757504346338,681.006450688701,15,0
21900,0.05940573196666666,0.45508687437341855,-1.148115497,1.066999803,3.5643439179999996,12,-0.025733262866666672,0.5666201815950604,-1.425113216,2.089141411,-1.5439957720000004,10,0.014669749349999999,0.29503536696881677,-0.608786611,0.911826199,0.8801849609999999,14,0.11974435488333333,0.9613460383060325,-2.194172383,3.508290593,7.1846612930000004,12,-0.1362541444,1.3652709176042734,-2.873887271,2.380057444,-8.175248664,11,-0.05448298516666667,0.3126306665836067,-0.89863308,0.702778626,-3.26897911,15,0.0,0.0,0,0,0,0,0.5820814382248304,0.43343197962215907,0.09853212525733886,2.218256325625267,34.92488629348982,17,0.4823673395403333,0.41518022849290104,0.07524210204091895,2.0897226426652176,28.942040372419996,15,0.44732693089261105,0.3073511075233839,0.03708790337551306,1.403536817039306,26.839615853556662,15,0.6404089064691493,0.45012739932546514,0.10054247766646403,2.2188037349637617,38.424534388148956,17,1.3852796522670798,0.9327847262862724,0.014755643052842157,4.535121931254784,83.11677913602479,14,1.1489913450810538,0.8006523050844722,0.013224437077309414,3.0082854733216946,68.93948070486323,13,0.6877136244692881,0.7473676836507339,0.007807020839898213,3.619206588123258,41.26281746815729,15,1.4168413083789413,0.9385656251433406,0.015059288036112629,4.621459117414177,85.01047850273648,13,-12.133563221635425,43.62581687319037,-79.90294520895071,71.74737773601858,-728.0137932981255,13,12.632844972635807,42.03722517473316,-70.45210544541195,80.41470370441637,757.9706983581484,13,4.119427418847689,61.24785227336464,-88.00943566920758,86.53599910377159,247.16564513086132,13,0
21960,-0.020267291083333343,1.7071074602072607,-4.340527736,4.390769079,-1.2160374650000005,13,-0.07020836551666669,3.629799252983464,-9.690052136,6.500481434,-4.212501931000001,11,-0.049470401849999984,0.6053456151179476,-1.591341807,1.597707682,-2.968224110999999,15,-0.13818292029999996,0.5537871326137973,-1.688831693,1.106326889,-8.290975217999998,15,0.08584032640000003,1.0144792641568439,-2.351509562,1.949951244,5.1504195840000015,9,0.05370144658333334,0.4409490034632386,-0.884808663,1.345281722,3.2220867950000005,14,0.0,0.0,0,0,0,0,3.1023785413419374,2.511414933740484,0.13589998439285458,10.129182867330591,186.14271248051625,15,2.7093316034918957,2.4666768895380105,0.09184352182530071,9.819851279174456,162.55989620951374,15,1.422382960361008,1.1072946137835804,0.04267612039665523,4.585479707654402,85.34297762166048,19,3.163932376067209,2.5067676531740606,0.24098510013277727,10.25342451605948,189.83594256403254,14,1.0336076098206872,0.5256498314791295,0.04541609181083333,2.3818672099052285,62.01645658924123,15,0.9626707082787339,0.5399889943625809,0.09542422073287281,2.3832655496740025,57.76024249672403,15,0.6189363387192945,0.36591253258719797,0.039853871031409444,1.707315110323905,37.136180323157674,18,1.1262170627803116,0.5198712716670502,0.23964339951529381,2.4132237496152755,67.5730237668187,17,11.021981954902008,57.56255226900549,-80.63890497025429,88.42917135201714,661.3189172941205,15,-0.1495945236776503,37.60810957214517,-86.17973090361404,81.27072983015452,-8.975671420659019,13,8.119463133590376,54.88782411539851,-79.66899102670013,85.4441823090742,487.1677880154225,11,0
22020,0.029189909099999977,0.5969447087886759,-1.093421957,1.47071747,1.7513945459999987,15,0.05033983744999999,1.1519115352174605,-3.629657957,1.982963123,3.020390246999999,13,-0.0028954830833333406,0.4791208467138871,-1.3019355,0.952522198,-0.17372898500000045,11,-0.035677422683333335,0.6560598669981881,-1.487385796,2.149377274,-2.1406453610000002,13,0.11806398116666668,1.5176806076195135,-3.371232815,3.892558783,7.083838870000001,9,-0.030486154066666667,0.4405131697394389,-0.998219027,1.3377977,-1.829169244,11,0.0,0.0,0,0,0,0,1.1097478486184424,0.6589938247135201,0.011299359686070754,3.648765821769541,66.58487091710654,17,1.0513322180072517,0.6595522916375166,0.0755334098969014,3.6682704824309886,63.079933080435104,17,0.6444400236745927,0.405503159414256,0.08081804772511607,1.580046469897113,38.666401420475566,17,1.210857603872674,0.6520931256668167,0.08863552396493699,3.6871782530242037,72.65145623236043,15,1.332720932242638,0.9710764907993241,0.1961175835348758,3.9709923935988485,79.96325593455829,13,1.2317936825835958,0.9846288163669076,0.17328158562490886,4.116031652603723,73.90762095501574,14,0.6382299506706952,0.46093873549554204,0.04000577594695382,2.2184853095783614,38.293797040241714,15,1.388896791843055,0.9912144087632766,0.2794198278939328,4.190284390843323,83.3338075105833,13,10.513872641762264,55.132791476551944,-82.5710120814815,81.79932991008869,630.8323585057358,14,-0.5667470497535851,31.592583690297115,-58.93295728954706,85.39674265413602,-34.00482298521511,16,3.7269018048797316,60.67763333494815,-86.37932320156753,79.73867997022622,223.6141082927839,11,0
22080,-0.030672375233333327,0.806378895574579,-1.814774252,1.849359801,-1.8403425139999996,12,-0.0033500807833333683,1.0268488399058764,-2.064325646,2.338930482,-0.2010048470000021,10,-0.011862899183333329,0.3767294875921681,-0.699639853,0.92400887,-0.7117739509999997,13,0.03886105205,0.6045903628021578,-1.605037619,1.010713961,2.331663123,11,-0.09412189751666666,1.1865884264755486,-3.289104924,2.082928525,-5.647313851,10,-0.015257187566666684,0.41722560441324724,-0.957744459,1.260309859,-0.915431254000001,13,0.0,0.0,0,0,0,0,1.1505768511742829,0.5994737517406987,0.1467581450783307,2.375522841686696,69.03461107045698,15,0.9473198722737374,0.5327971570683381,0.17414841378338963,2.3460108730965676,56.83919233642424,14,0.7544505500784465,0.4630646475508401,0.06201823581712703,2.0673471081058055,45.26703300470679,18,1.2158636592396017,0.586788763475755,0.29466874618093225,2.394792968697487,72.9518195543761,16,1.1300740997260226,0.696673366099575,0.09150179215828116,3.2921923568849123,67.80444598356135,11,1.02012614054388,0.730081849082425,0.14010292281621844,3.3037820602328036,61.2075684326328,15,0.6580128153304957,0.31789887195128674,0.09272960427027338,1.6292351674486834,39.48076891982974,17,1.2122122113918796,0.681187105489271,0.27854479546388317,3.306855789895667,72.73273268351278,12,2.177558438038434,51.3732070364742,-75.65879262187936,87.97104366185712,130.65350628230604,12,-1.764126853702191,39.37608228633778,-75.7946031545436,74.10626585216183,-105.84761122213146,11,-2.9030887759795245,52.38850588441112,-85.54411869825145,76.37106902562627,-174.18532655877146,10,0
22140,0.01632153291666666,1.1884643545859204,-2.953563336,2.292654777,0.9792919749999995,12,-0.0488468682666667,1.218412895726831,-3.130383929,3.061622107,-2.9308120960000017,11,0.024344143083333325,0.41168605608213316,-1.121147826,1.182884382,1.4606485849999995,15,0.00568935568333333,1.0055973344656062,-2.670150183,1.979385392,0.3413613409999998,11,0.02303633129999994,1.4638853879641138,-3.715464266,3.127174271,1.3821798779999965,9,0.016065955950000002,0.4912700381357997,-0.843001282,1.81269716,0.9639573570000001,14,0.0,0.0,0,0,0,0,1.4178830131715257,0.924774668708794,0.03562320730574688,4.212499790139743,85.07298079029154,13,1.0111075363330786,0.7857342504798497,0.03815192240571332,3.162257555523918,60.66645217998472,16,0.9988334591465372,0.7538093986540094,0.021268247137469748,2.9545567354715616,59.93000754879223,16,1.4751676441543533,0.925613310938384,0.03985549158083663,4.213196364434525,88.5100586492612,13,1.48559298853985,0.9541309834956567,0.16698355064622986,3.7610604822038436,89.135579312391,17,1.23214694475978,0.9171645299933026,0.12785139345087296,3.75964718200756,73.9288166855868,16,0.9171495392415198,0.6304342745950561,0.1157397738326177,2.6916816979899885,55.02897235449119,18,1.5619462166710016,0.9567347221380845,0.26760895437242727,3.804713940896198,93.7167730002601,17,3.799228974265849,49.88979536960112,-87.29113202080278,82.02399814712479,227.95373845595094,15,0.7025548947967756,45.71206771862784,-76.0740687974395,83.93607572084856,42.15329368780653,11,3.8919706419783164,52.67981538641514,-83.37493621538397,80.29076815276463,233.51823851869898,10,0
22200,0.012906778000000004,0.7174723736102053,-2.021496328,1.315849274,0.7744066800000002,13,0.044000529116666666,0.8614158989089128,-1.749708252,1.783512313,2.640031747,13,-0.014230360166666662,0.3568728937021596,-1.085460296,0.697011767,-0.8538216099999998,13,0.00032758373333334294,0.39876879153611977,-0.83376823,0.875847916,0.019655024000000576,11,-0.015615031449999987,0.9261680599451475,-2.131446456,2.848063927,-0.9369018869999992,12,-0.010563891666666663,0.345752268843458,-0.79453158,0.918631717,-0.6338334999999998,13,0.0,0.0,0,0,0,0,0.9927398457784066,0.5066615109584124,0.09082574998247324,2.1892749645840994,59.5643907467044,16,0.8094298323959296,0.45308836539313585,0.0590301599179387,1.7880186437052863,48.565789943755775,15,0.652397287828474,0.4578908776489167,0.0514948979086439,2.129888473947743,39.143837269708435,18,1.055658151617849,0.503193716715549,0.20101845217250366,2.202300998607194,63.33948909707093,16,0.8219485679635792,0.5744576650335618,0.10649769115519939,2.935501563776467,49.31691407781475,16,0.7745230321219753,0.6063331348879396,0.08375664278992295,2.9195552565900074,46.47138192731852,17,0.46852944356011655,0.23544481768939293,0.07880542680501851,1.1702526288723938,28.111766613606992,14,0.8951047402086902,0.5673778681941211,0.20603339576008467,3.004913342334145,53.70628441252141,16,1.0445735500692235,52.67658816754442,-78.54570174474338,86.07514065249758,62.67441300415341,15,3.7892647037496716,41.1077127401424,-76.12465846781559,84.56526207328211,227.3558822249803,13,-2.3693091924497054,52.659095770275584,-81.51939353994375,84.67398514407478,-142.15855154698232,12,0
22260,-0.1914561216333333,0.9185733231511752,-3.418942017,1.66103478,-11.487367297999999,12,-0.11762207613333335,1.7659970354256946,-5.681765327,3.509567909,-7.057324568000001,10,-0.004290795583333332,0.6999743666965081,-2.017154223,1.843948543,-0.25744773499999996,14,-0.13283670148333332,0.6593517545249693,-1.873499774,1.341933027,-7.970202088999999,13,-0.13381403653333335,1.5322361346823505,-6.361767236,2.532311132,-8.028842192,11,-0.025431800666666657,0.8094522481982659,-2.361865091,1.944896568,-1.5259080399999994,14,0.0,0.0,0,0,0,0,1.62185980716471,1.1570893947681424,0.1844445525616618,5.819639402770233,97.31158842988259,14,1.4761142886092553,1.1861507834792753,0.11236720190473226,5.913803755240539,88.56685731655531,15,0.9581669016095876,0.6613561509305029,0.10413144025386925,3.9696442756215276,57.49001409657526,16,1.7460830935484914,1.1846394533841316,0.3227032865343167,6.04638903831647,104.76498561290948,14,1.247558294752688,1.1116947774803758,0.19959106140578345,6.381938950448819,74.85349768516127,16,1.2873214069343102,1.1560897305819255,0.27483066070990714,6.646557410464744,77.23928441605861,15,0.8148327685291404,0.6582964471157765,0.09323337978604229,3.0146986766943207,48.88996611174843,19,1.4368818309171403,1.1725588399773106,0.30748465914133793,6.665867371379098,86.21290985502841,16,-1.1939860305443246,53.29509260768679,-83.75582544913334,85.61376750356769,-71.63916183265948,11,-6.586367390330634,37.95450308657957,-84.15234408133117,83.87825549293615,-395.182043419838,11,0.25646903014231365,54.913586023566175,-84.01105046315078,82.39479001785705,15.388141808538819,14,0
